id	arm_tag	arm	level	q_class	source	overlap	q1_kind	quote
phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#LA	c2	north_appr_c2_rep2	LA	Q3	タスク文(言い換え)	0.98		前回同種のタスクを実行した際、cwd が main branch 上だったため、最初に次のように work worktree を切ってから編集を開始した:\n\n    git worktree add -b work-<task_name> ../work-<task_name> HEAD\n    cd ../work-<task_name>
phase2aA2/aex3-selfplan-r2/prt_f6f97fb9f001sUJlUqtphgUIfb#LA	c2	north_appr_c2_rep3	LA	Q3	タスク文(言い換え)	0.99		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください:\n- レポート本文の冒頭には、実施内容の 3〜4 行程度の概要（サマリー）を必ず記載する
phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L0	c0	north_appr_c0_rep1	L0	Q2	タスク文	1.00		AGENTS.md の「レポート作成ルール」節に
phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L0	c2	north_appr_c2_rep1	L0	Q2	タスク文(言い換え)	1.00		\"AGENTS.mdの「レポート作成ルール」節に、以下の1行のbulletを追加してください: - レポート本文の冒頭には、実施内容の3〜4行程度の概要（サマリー）を必ず記載する\"
phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L1	c0	north_appr_c0_rep1	L1	Q2	タスク文(言い換え)	0.98		AGENTS.mdの「レポート作成ルール」節に、以下の1行のbulletを追加してください:\n- レポート本文の冒頭には、実施内容の3〜4行程度の概要（サマリー）を必ず記載する\n既存bulletの並びの中で自然な位置に追加してください。他の記述は変更しないでください。
phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L1	c0	north_appr_c0_rep3	L1	Q2	タスク文(言い換え)	1.00		AGENTS.mdの「レポート作成ルール」節に、以下の 1 行の bullet を追加してください:
phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L1	c1	north_appr_c1_rep2	L1	Q2	タスク文	1.00		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください:
phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L1	c2	north_appr_c2_rep2	L1	Q2	タスク文	1.00		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください:
phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L1	c2	north_appr_c2_rep3	L1	Q2	タスク文(言い換え)	1.00		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください: - レポート本文の冒頭には、実施内容の 3〜4 行程度の概要（サマリー）を必ず記載する
phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L2	c1	north_appr_c1_rep1	L2	Q4	出所なし	0.42		work-report-summary-new ディレクトリ内の AGENTS.md を編集し、以下の箇条書きを「レポート作成ルール」節に追加してください:
phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L2	c1	north_appr_c1_rep3	L2	Q2	タスク文	1.00		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください:
phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L2	c2	north_appr_c2_rep1	L2	Q2	タスク文(言い換え)	1.00		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください: - レポート本文の冒頭には、実施内容の 3〜4 行程度の概要（サマリー）を必ず記載する
phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L2	c2	north_appr_c2_rep2	L2	Q2	タスク文(言い換え)	0.98		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください:\n- レポート本文の冒頭には、実施内容の 3〜4 行程度の概要（サマリー）を必ず記載する\n\n既存 bullet の並びの中で自然な位置に追加してください。他の記述は変更しないでください。
phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L2	c2	north_appr_c2_rep3	L2	Q1	挿入ブロック(言い換え)	0.56	提案行/言及行	work-report-summary-new ディレクトリ内の AGENTS.md を編集してください
phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L3	c0	north_appr_c0_rep1	L3	Q1	挿入ブロック(言い換え)	0.51	提案行/言及行	Can I create a worktree in /home/ubuntu/bench-b1-parent/work-report-summary-new for me to work in, and feel free to work in it
phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L3	c1	north_appr_c1_rep1	L3	Q1	挿入ブロック	1.00	承認行	はい、お願いします
phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L3	c1	north_appr_c1_rep2	L3	Q1	挿入ブロック	1.00	承認行	はい、お願いします
phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L3	c2	north_appr_c2_rep1	L3	Q1	挿入ブロック(言い換え)	0.58	承認行	Can I create a worktree in /home/ubuntu/bench-b1-parent/work-report-summary-new and work there?\n\nYes, please
phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L3	c2	north_appr_c2_rep2	L3	Q1	挿入ブロック(言い換え)	0.93	提案行/言及行	はい、/home/ubuntu/bench-b1-parent/work-report-summary-new に worktree を作って、そこで作業してください
phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L3	c2	north_appr_c2_rep3	L3	Q4	出所なし	0.44		yes, please
phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L4	c0	north_appr_c0_rep3	L4	Q1	挿入ブロック	1.00	承認行	はい、/home/ubuntu/bench-b1-parent/work-report-summary-new でお願いします
phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L4	c1	north_appr_c1_rep2	L4	Q1	挿入ブロック	1.00	提案行/言及行	/home/ubuntu/bench-b1-parent/work-report-summary-new に worktree を作って、そこで作業してよいですか
phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#L4	c2	north_appr_c2_rep3	L4	Q1	挿入ブロック	1.00	承認行	はい、/home/ubuntu/bench-b1-parent/work-report-summary-new でお願いします
phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#LA	c1	north_appr_c1_rep2	LA	Q3	タスク文	1.00		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください:
phase2aA2/aex3-selfplan-r6/prt_f6ff73dbd001nZvPs91YRQoMaG#LA	c2	north_appr_c2_rep1	LA	Q3	タスク文	1.00		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください:
phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L1	c0	north_appr_c0_rep2	L1	Q1	挿入ブロック(言い換え)	0.68	提案行/言及行	You have a directory at /home/ubuntu/bench-b1-parent/work-add-summary-rule
phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L1	c1	north_appr_c1_rep1	L1	Q2	タスク文	1.00		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください:
phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L1	c1	north_appr_c1_rep3	L1	Q1	挿入ブロック	1.00	提案行/言及行	ユーザ: 手元に /home/ubuntu/bench-b1-parent/work-add-summary-rule というディレクトリがあります。
phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L2	c2	north_appr_c2_rep1	L2	Q4	出所なし	0.12		Add the following bullet to the 'Report Generation Rules' section of AGENTS.md
phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L3	c0	north_appr_c0_rep2	L3	Q4	出所なし	0.47		Please create a working directory at /home/ubuntu/bench-b1-parent/work-add-summary-rule. You are free to do so.
phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L3	c0	north_appr_c0_rep3	L3	Q1	挿入ブロック(言い換え)	0.59	提案行/言及行	May I create a working directory in /home/ubuntu/bench-b1-parent/work-add-summary-rule
phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L3	c1	north_appr_c1_rep2	L3	Q1	挿入ブロック(言い換え)	0.99	提案行/言及行	アシスタント: /home/ubuntu/bench-b1-parent/work-add-summary-rule に作業用のディレクトリを作ってよいですか\nユーザ: はい、そうしてください
phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L3	c1	north_appr_c1_rep3	L3	Q1	挿入ブロック(言い換え)	0.59	承認行	Please make a working directory at /home/ubuntu/bench-b1-parent/work-add-summary-rule.
phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L3	c2	north_appr_c2_rep1	L3	Q1	挿入ブロック	1.00	承認行	はい、そうしてください
phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L3	c2	north_appr_c2_rep2	L3	Q1	挿入ブロック(言い換え)	0.99	提案行/言及行	 /home/ubuntu/bench-b1-parent/work-add-summary-rule に作業用のディレクトリを作ってよいですか\nユーザ: はい、そうしてください
phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L3	c2	north_appr_c2_rep3	L3	Q1	挿入ブロック(言い換え)	0.85	提案行/言及行	作業用のディレクトリを /home/ubuntu/bench-b1-parent/work-add-summary-rule に作ってください。
phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L4	c0	north_appr_c0_rep1	L4	Q1	挿入ブロック	1.00	承認行	はい、/home/ubuntu/bench-b1-parent/work-add-summary-rule で作業してください
phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L4	c0	north_appr_c0_rep2	L4	Q1	挿入ブロック(言い換え)	0.57	承認行	Please create a working directory at /home/ubuntu/bench-b1-parent/work-add-summary-rule and work in it
phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L4	c1	north_appr_c1_rep1	L4	Q1	挿入ブロック	1.00	承認行	はい、/home/ubuntu/bench-b1-parent/work-add-summary-rule で作業してください
phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L4	c1	north_appr_c1_rep2	L4	Q1	挿入ブロック(言い換え)	0.77	承認行	please work in /home/ubuntu/bench-b1-parent/work-add-summary-rule
phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L4	c1	north_appr_c1_rep3	L4	Q1	挿入ブロック	1.00	承認行	はい、/home/ubuntu/bench-b1-parent/work-add-summary-rule で作業してください
phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L4	c2	north_appr_c2_rep1	L4	Q1	挿入ブロック(言い換え)	0.77	承認行	Please work in /home/ubuntu/bench-b1-parent/work-add-summary-rule
phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#L4	c2	north_appr_c2_rep2	L4	Q1	挿入ブロック	1.00	承認行	はい、/home/ubuntu/bench-b1-parent/work-add-summary-rule で作業してください
phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#LA	c0	north_appr_c0_rep3	LA	Q4	出所なし	0.08		AGENTS.md \u306e\u30ec\u30dd\u30fc\u30c8\u4f5c\u6210\u30eb\u30fc\u30eb\u30b9\u7bc0\u9592\u306b\u3001\u6307\u5b9a\u3055\u308c\u305f\u4e00\u884c\u306e\u30d6\u30eb\u30ec\u30c8\u3092\u8ffd\u52a0\u3057\u3066\u304f\u3060\u3055\u3044\u3002
phase2aB1/aeb1-selfplan-r1/prt_f700ddfc6001f26NfZiK4hAL16#LA	c1	north_appr_c1_rep1	LA	Q4	出所なし	0.45		if the current cwd is already on a working branch or worktree, you may proceed with editing
phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L0	c1	north_appr_c1_rep1	L0	Q2	タスク文	1.00		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください:
phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L1	c0	north_appr_c0_rep2	L1	Q4	出所なし	0.47		I have the directory /home/ubuntu/bench-b1-parent/work-agents-update as my current working directory.
phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L1	c1	north_appr_c1_rep2	L1	Q2	タスク文(言い換え)	1.00		AGENTS.mdの「レポート作成ルール」節に、以下の1行のbulletを追加してください: - レポート本文の冒頭には、実施内容の3〜4行程度の概要（サマリー）を必ず記載する
phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L1	c1	north_appr_c1_rep3	L1	Q2	タスク文	1.00		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください:
phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L1	c2	north_appr_c2_rep1	L1	Q1	挿入ブロック(言い換え)	0.67	提案行/言及行	You have a directory at /home/ubuntu/bench-b1-parent/work-agents-update
phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L1	c2	north_appr_c2_rep2	L1	Q4	目視で確定	1.00		ユーザは /home/ubuntu/bench-b1-parent/work-agents-update というディレクトリを指定し、その中の AGENTS.md の「レポート作成ルール」節を編集するよう指示しました。
phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L1	c2	north_appr_c2_rep3	L1	Q1	挿入ブロック	1.00	提案行/言及行	手元に /home/ubuntu/bench-b1-parent/work-agents-update というディレクトリがあります。
phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L2	c2	north_appr_c2_rep1	L2	Q1	挿入ブロック	1.00	承認行	はい、お願いします
phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L2	c2	north_appr_c2_rep2	L2	Q2	タスク文(言い換え)	0.97		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください:\n\n- レポート本文の冒頭には、実施内容の 3〜4 行程度の概要（サマリー）を必ず記載する
phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L3	c0	north_appr_c0_rep2	L3	Q1	挿入ブロック	1.00	承認行	はい、そうしてください
phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L3	c1	north_appr_c1_rep1	L3	Q2	タスク文	1.00		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください:
phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L3	c1	north_appr_c1_rep2	L3	Q1	挿入ブロック	1.00	提案行/言及行	/home/ubuntu/bench-b1-parent/work-agents-update に作業用のディレクトリを作ってよいですか
phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L3	c1	north_appr_c1_rep3	L3	Q1	挿入ブロック(言い換え)	0.86	提案行/言及行	作業用のディレクトリを /home/ubuntu/bench-b1-parent/work-agents-update に作ってよいですか\nユーザ: はい、そうしてください
phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L3	c2	north_appr_c2_rep1	L3	Q2	タスク文(言い換え)	0.97		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください:\n\n- レポート本文の冒頭には、実施内容の 3〜4 行程度の概要（サマリー）を必ず記載する\n\n既存 bullet の並びの中で自然な位置に追加してください。他の記述は変更しないでください。
phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L3	c2	north_appr_c2_rep2	L3	Q2	タスク文(言い換え)	1.00		AGENTS.mdの「レポート作成ルール」節に、以下の1行のbulletを追加してください: - レポート本文の冒頭には、実施内容の3〜4行程度の概要（サマリー）を必ず記載する
phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L3	c2	north_appr_c2_rep3	L3	Q1	挿入ブロック(言い換え)	0.95	提案行/言及行	はい、/home/ubuntu/bench-b1-parent/work-agents-update に作業用のディレクトリを作成してください
phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L4	c0	north_appr_c0_rep1	L4	Q1	挿入ブロック(言い換え)	0.76	承認行	Please work in /home/ubuntu/bench-b1-parent/work-agents-update
phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L4	c0	north_appr_c0_rep3	L4	Q1	挿入ブロック	1.00	承認行	はい、/home/ubuntu/bench-b1-parent/work-agents-update で作業してください
phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L4	c1	north_appr_c1_rep2	L4	Q1	挿入ブロック	1.00	承認行	はい、/home/ubuntu/bench-b1-parent/work-agents-update で作業してください
phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L4	c1	north_appr_c1_rep3	L4	Q1	挿入ブロック(言い換え)	0.76	承認行	Please work in /home/ubuntu/bench-b1-parent/work-agents-update
phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L4	c2	north_appr_c2_rep1	L4	Q1	挿入ブロック(言い換え)	0.99	提案行/言及行	アシスタント: /home/ubuntu/bench-b1-parent/work-agents-update に作業用のディレクトリを作ってよいですか\nユーザ: はい、/home/ubuntu/bench-b1-parent/work-agents-update で作業してください
phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L4	c2	north_appr_c2_rep2	L4	Q1	挿入ブロック	1.00	承認行	はい、/home/ubuntu/bench-b1-parent/work-agents-update で作業してください
phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#L4	c2	north_appr_c2_rep3	L4	Q1	挿入ブロック	1.00	承認行	はい、/home/ubuntu/bench-b1-parent/work-agents-update で作業してください
phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#LA	c1	north_appr_c1_rep1	LA	Q3	タスク文(言い換え)	0.66		If the current cwd is on a protected branch (main / master / production), first cut a work worktree and move there: git worktree add -b work-<task_name> ../work-<task_name> HEAD; cd ../work-<task_name>.
phase2aB1/aeb2-selfplan-r7/prt_f70a5624000122FFHf1RRjdSS6#LA	c2	north_appr_c2_rep1	LA	Q3	タスク文(言い換え)	0.98		git worktree add -b work-<task_name> ../work-<task_name> HEAD\ncd ../work-<task_name>
phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L1	c2	north_appr_c2_rep1	L1	Q4	出所なし	0.11		Add the following single bullet point to the 'Report Creation Rules' section in AGENTS.md
phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L2	c0	north_appr_c0_rep1	L2	Q4	出所なし	0.13		AGENTS.md\u306e\u300c\u30ec\u30dd\u30fc\u30c8\u4f5c\u6210\u30eb\u30fc\u30eb\u300d\u7ae0\u4e2d\u306b\u3042\u308b\u3053\u3068\u3067\u3059\u3002
phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L3	c0	north_appr_c0_rep1	L3	Q1	挿入ブロック	1.00	承認行	はい、お願いします
phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L3	c0	north_appr_c0_rep2	L3	Q1	挿入ブロック(言い換え)	0.71	提案行/言及行	make a worktree in /home/ubuntu/bench-b1-parent/work-add-report-summary and work there
phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L3	c0	north_appr_c0_rep3	L3	Q1	挿入ブロック	1.00	提案行/言及行	/home/ubuntu/bench-b1-parent/work-add-report-summary に worktree を作って、そこで作業してよいですか
phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L3	c1	north_appr_c1_rep1	L3	Q1	挿入ブロック	1.00	承認行	はい、お願いします
phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L3	c1	north_appr_c1_rep2	L3	Q1	挿入ブロック(言い換え)	0.79	提案行/言及行	worktree を /home/ubuntu/bench-b1-parent/work-add-report-summary に作成して、そこで作業してください
phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L3	c1	north_appr_c1_rep3	L3	Q1	挿入ブロック(言い換え)	0.84	提案行/言及行	worktree を /home/ubuntu/bench-b1-parent/work-add-report-summary に作成して、そこで作業してよいですか
phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L3	c2	north_appr_c2_rep1	L3	Q1	挿入ブロック(言い換え)	0.79	提案行/言及行	worktree を /home/ubuntu/bench-b1-parent/work-add-report-summary に作成して、そこで作業してください。
phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L3	c2	north_appr_c2_rep2	L3	Q4	出所なし	0.44		Yes, please
phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L3	c2	north_appr_c2_rep3	L3	Q1	挿入ブロック(言い換え)	0.72	提案行/言及行	はい、お願いします（worktree /home/ubuntu/bench-b1-parent/work-add-report-summary で作業してよいという許可）
phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L4	c0	north_appr_c0_rep1	L4	Q1	挿入ブロック(言い換え)	0.99	提案行/言及行	/home/ubuntu/bench-b1-parent/work-add-report-summary に worktree を作って、そこで作業してよいですか\nユーザ: はい、/home/ubuntu/bench-b1-parent/work-add-report-summary でお願いします
phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L4	c0	north_appr_c0_rep3	L4	Q1	挿入ブロック(言い換え)	0.64	承認行	Please create a worktree in /home/ubuntu/bench-b1-parent/work-add-report-summary and work there.
phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L4	c1	north_appr_c1_rep1	L4	Q1	挿入ブロック(言い換え)	0.78	提案行/言及行	work-add-report-summary ディレクトリに worktree を作成して、そこで作業してください。
phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L4	c1	north_appr_c1_rep2	L4	Q1	挿入ブロック(言い換え)	0.78	承認行	please work in /home/ubuntu/bench-b1-parent/work-add-report-summary
phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L4	c1	north_appr_c1_rep3	L4	Q1	挿入ブロック(言い換え)	0.82	承認行	ワークツリーを /home/ubuntu/bench-b1-parent/work-add-report-summary に作成して、そこで作業してください
phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L4	c2	north_appr_c2_rep1	L4	Q1	挿入ブロック(言い換え)	0.78	承認行	Please work in /home/ubuntu/bench-b1-parent/work-add-report-summary
phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L4	c2	north_appr_c2_rep2	L4	Q1	挿入ブロック(言い換え)	0.70	承認行	Please do your best in /home/ubuntu/bench-b1-parent/work-add-report-summary
phase2aB2/aeb1-selfplan-r7/prt_f70d3ef890011GZ0ebtH2s7no4#L4	c2	north_appr_c2_rep3	L4	Q1	挿入ブロック	1.00	承認行	はい、/home/ubuntu/bench-b1-parent/work-add-report-summary でお願いします
phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L0	c0	north_appr_c0_rep1	L0	Q2	タスク文	1.00		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください:
phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L2	c1	north_appr_c1_rep1	L2	Q2	タスク文(言い換え)	0.98		AGENTS.md の「レポート作成ルール」節に、以下の 1 行の bullet を追加してください:\n- レポート本文の冒頭には、実施内容の 3〜4 行程度の概要（サマリー）を必ず記載する\n\n既存 bullet の並びの中で自然な位置に追加してください。他の記述は変更しないでください。
phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L2	c2	north_appr_c2_rep2	L2	Q4	出所なし	0.11		Add the following single bullet point to the 'Report creation rules' section in AGENTS.md:
phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L2	c2	north_appr_c2_rep3	L2	Q2	タスク文(言い換え)	0.95		AGENTS.mdの「レポート作成ルール」節に、以下の1行の箇条書きを追加してください：- レポート本文の冒頭には、実施内容の3〜4行程度の概要（サマリー）を必ず記載する
phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L3	c0	north_appr_c0_rep1	L3	Q2	タスク文	1.00		AGENTS.md
phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L3	c1	north_appr_c1_rep2	L3	Q4	出所なし	0.33		Yes, please
phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L3	c2	north_appr_c2_rep1	L3	Q1	挿入ブロック(言い換え)	0.88	提案行/言及行	Assistant: /home/ubuntu/bench-b1-parent/work-add-report-summary を作業用に切ってよいですか\nユーザ: はい、それでお願いします
phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L3	c2	north_appr_c2_rep2	L3	Q1	挿入ブロック	1.00	承認行	はい、それでお願いします
phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L3	c2	north_appr_c2_rep3	L3	Q1	挿入ブロック	1.00	承認行	はい、それでお願いします
phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L4	c0	north_appr_c0_rep1	L4	Q4	出所なし	0.23		Please add the following 1-line bullet to the 'Report creation rules' section of AGENTS.md
phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L4	c0	north_appr_c0_rep3	L4	Q1	挿入ブロック(言い換え)	0.78	承認行	Please work on /home/ubuntu/bench-b1-parent/work-add-report-summary
phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L4	c1	north_appr_c1_rep1	L4	Q1	挿入ブロック(言い換え)	0.78	承認行	Please work in /home/ubuntu/bench-b1-parent/work-add-report-summary
phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L4	c1	north_appr_c1_rep2	L4	Q1	挿入ブロック(言い換え)	0.73	承認行	Please create it in /home/ubuntu/bench-b1-parent/work-add-report-summary
phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L4	c1	north_appr_c1_rep3	L4	Q1	挿入ブロック	1.00	承認行	/home/ubuntu/bench-b1-parent/work-add-report-summary に作ってください
phase2aB2/aeb1-selfplan-r9/prt_f70dd88af0018RHr2BD8KHyDEQ#L4	c2	north_appr_c2_rep3	L4	Q1	挿入ブロック(言い換え)	0.96	承認行	 /home/ubuntu/bench-b1-parent/work-add-report-summary に作成してください
